id,task_type,source,regulation,context,question,answer,answer_type,difficulty
REG_136,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 10: The certificate of registration granted under regulation 9 shall be valid till it is suspended or cancelled by the Board.,"For how long is a certificate of registration granted to an investment adviser under SEBI (Investment Advisers) Regulations, 2013 valid?","The certificate of registration is valid till it is suspended or cancelled by the Board — it does not have a fixed expiry date. Under Regulation 10, the certificate remains in force indefinitely unless the Board suspends or cancels it.",extractive,Easy
REG_137,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(e): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall — (i) immediately intimate the Administration and Supervisory Body and initiate the process of transition from individual to non-individual investment adviser; and (ii) apply for grant of in-principle approval for registration as non-individual investment adviser within 3 months from the date on which the threshold is reached.","Under SEBI IA Regulations, 2013, what dual threshold triggers the mandatory transition of an individual investment adviser to non-individual status, and what must the IA do upon breaching the threshold?","An individual investment adviser must transition to non-individual status when either: (i) the number of clients exceeds 300 at any point of time, OR (ii) the fee collected during the financial year exceeds Rs 3 crore — whichever occurs earlier. Upon breaching the threshold, the IA must immediately intimate the Administration and Supervisory Body and initiate the transition process, and must apply for in-principle approval for non-individual registration within 3 months from the date the threshold is reached.",extractive,Medium
REG_138,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 13(h): the number of clients of a part-time investment adviser shall not exceed seventy-five in total at any point of time.,"What is the maximum number of clients that a part-time investment adviser registered under SEBI IA Regulations, 2013 is permitted to have at any point in time?","A part-time investment adviser shall not have more than seventy-five clients in total at any point in time, as provided under Regulation 13(h).",extractive,Easy
REG_139,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 15(1): An investment adviser shall act in a fiduciary capacity towards its clients and shall disclose all conflicts of interests as and when they arise.,"What is the general responsibility of an investment adviser towards its clients under SEBI IA Regulations, 2013?","Under Regulation 15(1), an investment adviser shall act in a fiduciary capacity towards its clients and shall disclose all conflicts of interests as and when they arise.",extractive,Easy
REG_140,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(2): An investment adviser shall not receive any consideration by way of remuneration or compensation or in any other form from any person other than the client being advised, in respect of the underlying products or securities for which advice is provided.","Can an investment adviser registered under SEBI IA Regulations, 2013 accept a commission from a mutual fund house for recommending its schemes to the adviser's clients?","No. Regulation 15(2) prohibits an investment adviser from receiving any consideration — whether by way of remuneration, compensation, or in any other form — from any person other than the client being advised, in respect of the underlying products or securities for which advice is provided. Accepting a commission from a mutual fund house (a third party) in respect of products recommended to clients would violate this prohibition.",extractive,Medium
REG_141,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(7): An investment advisor shall not enter into transactions on its own account which is contrary to its advice given to clients for a period of fifteen days from the day of such advice. Provided that during the period of such fifteen days, if the investment adviser is of the opinion that the situation has changed, then it may enter into such a transaction on its own account after giving such revised assessment to the client at least 24 hours in advance of entering into such transaction.","Under SEBI IA Regulations, 2013, if an investment adviser advised clients to buy a stock on a certain date but subsequently believes the situation has changed within 10 days, can the adviser immediately sell the same stock from its own account?","No, not immediately. Under Regulation 15(7), an investment adviser is prohibited from entering transactions on its own account contrary to client advice for 15 days from the day of advice. Even if the situation has changed within those 15 days, the adviser cannot act immediately — it must first give a revised assessment to clients at least 24 hours in advance before entering the contrary own-account transaction. So the adviser must provide the revised assessment and then wait at least 24 hours before selling from its own account.",extractive,Hard
REG_142,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 16(a): it obtains from the client, such information as is necessary for the purpose of giving investment advice, including the following: (i) age; (ii) investment objectives including time for which they wish to stay invested, the purposes of the investment; (iii) income details; (iv) existing investments/assets; (v) risk appetite/tolerance; (vi) liability/borrowing details.","What six categories of client information must an investment adviser obtain from a client for the purpose of risk profiling under SEBI IA Regulations, 2013?","Under Regulation 16(a), an investment adviser must obtain: (i) age; (ii) investment objectives including the time horizon and purpose of investment; (iii) income details; (iv) existing investments and assets; (v) risk appetite and risk tolerance; and (vi) liability and borrowing details.",extractive,Medium
REG_143,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 19(2): All records shall be maintained either in physical or electronic form and preserved for a minimum period of five years: Provided that where records are required to be duly signed and are maintained in electronic form, such records shall be digitally signed.","For how long must an investment adviser preserve its records under SEBI IA Regulations, 2013, and what additional requirement applies to electronically maintained records that require signatures?","Under Regulation 19(2), all records must be maintained and preserved for a minimum period of five years. If records that are required to be duly signed are maintained in electronic form, they must be digitally signed.",extractive,Easy
REG_144,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 19(3): An investment adviser shall conduct yearly audit in respect of compliance with these regulations from a member of Institute of Chartered Accountants of India or Institute of Company Secretaries of India or Institute of Cost Accountants of India and submit a report of the same as may be specified by the Board.,"What type of audit is required of an investment adviser under SEBI IA Regulations, 2013, and who is qualified to conduct it?","Under Regulation 19(3), an investment adviser must conduct a yearly compliance audit in respect of compliance with these regulations. The audit must be conducted by a member of the Institute of Chartered Accountants of India, Institute of Company Secretaries of India, or Institute of Cost Accountants of India. The adviser must also submit a report of the audit as specified by the Board.",extractive,Medium
REG_145,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 21(1): The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance and in such manner as may be specified by the Board.,"What is the maximum time limit within which an investment adviser must redress investor grievances under SEBI IA Regulations, 2013?","Under Regulation 21(1), an investment adviser must redress investor grievances promptly and not later than twenty-one calendar days from the date of receipt of the grievance.",extractive,Easy
REG_146,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 22(1): An individual investment adviser shall not provide distribution services. (2) The family of an individual investment adviser shall not provide distribution services to the client advised by the individual investment adviser and no individual investment adviser shall provide advice to a client who is receiving distribution services from other family members.,"Can an individual investment adviser registered under SEBI IA Regulations, 2013 simultaneously provide distribution services to clients? Can the adviser's spouse provide distribution services to those same clients?","No on both counts. Under Regulation 22(1), an individual investment adviser is prohibited from providing distribution services. Under Regulation 22(2), the family of an individual investment adviser (which includes the spouse) cannot provide distribution services to the same clients advised by the individual investment adviser. Moreover, the individual investment adviser cannot provide advice to clients who are receiving distribution services from family members.",extractive,Medium
REG_147,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 22A: (1) Investment adviser may provide implementation services to the advisory clients in securities market: Provided that investment advisers shall ensure that no consideration including any commission or referral fees, whether embedded or indirect or otherwise, by whatever name called is received; directly or indirectly, at investment adviser's group or family level for the said service. (2) Investment adviser shall provide implementation services to its advisory clients only through direct schemes/products in the securities market. (3) Investment adviser or group or family of investment adviser shall not charge any implementation fees from the client. (4) The client shall not be under any obligation to avail implementation services offered by the investment adviser.","Under SEBI IA Regulations, 2013, what are the four key conditions governing an investment adviser's provision of implementation services to advisory clients?","Under Regulation 22A, implementation services may be provided subject to four conditions: (1) No consideration (commission, referral fees, or any indirect benefit) shall be received by the investment adviser or its group or family at any level for the implementation service; (2) Implementation services must be provided only through direct schemes/products in the securities market; (3) No implementation fees shall be charged from the client by the investment adviser, its group, or family; (4) The client is not under any obligation to avail the implementation services offered by the adviser.",extractive,Hard
REG_148,REG,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 24(1): Before ordering an inspection under regulation 23, the Board shall give not less than ten days notice to the investment adviser. (2) Notwithstanding anything contained in sub-regulation (1), where the Board is satisfied that in the interest of the investors no such notice should be given, it may by an order in writing direct that the inspection of the affairs of the investment adviser be taken up without such notice.","How much advance notice must SEBI give to an investment adviser before ordering an inspection under SEBI IA Regulations, 2013? Under what circumstances can SEBI dispense with this notice?","Under Regulation 24(1), the Board must give not less than ten days notice to the investment adviser before ordering an inspection. However, under Regulation 24(2), if the Board is satisfied that in the interest of investors no such notice should be given, it may by an order in writing direct that the inspection be taken up without notice — effectively enabling immediate inspections when investor interests so require.",extractive,Medium
NUM_107,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 19(2): All records shall be maintained either in physical or electronic form and preserved for a minimum period of five years.,"An investment adviser provides investment advice to a client on November 15, 2023. Under SEBI IA Regulations, 2013, what is the earliest date on which the records related to this advice may lawfully be destroyed?","Under Regulation 19(2), records must be preserved for a minimum of 5 years from the date of the advice. From November 15, 2023, adding 5 years gives November 15, 2028. The records must be preserved at least until November 15, 2028 (i.e., the minimum preservation period ends on November 15, 2028). The earliest date on which they may be destroyed is November 16, 2028.",calculated,Medium
NUM_108,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(e): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall — (i) immediately intimate the Administration and Supervisory Body and initiate the process of transition from individual to non-individual investment adviser.","An individual investment adviser currently has 287 clients. Over the next month, 18 new clients are onboarded. How many total clients does the adviser now have, and by how many clients does this exceed the regulatory threshold that triggers mandatory transition to non-individual status?",Total clients after onboarding: 287 + 18 = 305. The regulatory threshold under Regulation 13(e) is 300 clients. Excess above threshold: 305 − 300 = 5 clients. The adviser has exceeded the threshold by 5 clients and must immediately initiate the transition to non-individual investment adviser status.,calculated,Easy
NUM_109,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 13(h): the number of clients of a part-time investment adviser shall not exceed seventy-five in total at any point of time.,"A part-time investment adviser currently serves 68 clients. They plan to onboard 8 new clients in the coming week. After onboarding all 8 clients, how many total clients will the adviser have, and by how many would this exceed the regulatory limit? How many of the planned new clients can be legitimately onboarded?","Proposed total: 68 + 8 = 76 clients. The regulatory limit under Regulation 13(h) is 75 clients. Excess: 76 − 75 = 1 client. The adviser would exceed the limit by 1. Therefore, only 7 of the 8 planned new clients can be legitimately onboarded (68 + 7 = 75 = limit). The 8th client cannot be onboarded.",calculated,Medium
NUM_110,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(7): An investment advisor shall not enter into transactions on its own account which is contrary to its advice given to clients for a period of fifteen days from the day of such advice. Provided that during the period of such fifteen days, if the investment adviser is of the opinion that the situation has changed, then it may enter into such a transaction on its own account after giving such revised assessment to the client at least 24 hours in advance of entering into such transaction.","An investment adviser issues a buy recommendation on Stock A to clients on January 10. On January 22, the adviser believes the situation has changed and wants to sell Stock A from its own account. Is January 22 within the 15-day prohibition window? If the adviser gives clients a revised assessment on January 22 at 3:00 PM, what is the earliest date and time at which the adviser can enter the contrary own-account sell transaction?","The 15-day prohibition runs from January 10 through January 24 (inclusive; day 1 = January 10, day 15 = January 24). January 22 falls within the prohibition window. Since the situation has changed, the adviser may still transact within the 15-day period provided it gives clients a revised assessment at least 24 hours in advance. If the revised assessment is communicated on January 22 at 3:00 PM, the earliest permissible time to enter the contrary sell transaction is January 23 at 3:00 PM (i.e., 24 hours later).",calculated,Hard
NUM_111,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013",Regulation 21(1): The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance.,"An investor lodges a grievance with an investment adviser on March 5, 2025. What is the regulatory deadline by which the investment adviser must redress the grievance under SEBI IA Regulations, 2013?","Under Regulation 21(1), the investment adviser must redress the grievance not later than 21 calendar days from the date of receipt. March 5, 2025 + 21 calendar days = March 26, 2025. The regulatory deadline for redressal is March 26, 2025.",calculated,Easy
NUM_112,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 28A(1): The Board may, exempt any person or class of persons from the operation of all or any of the provisions of these regulations for a period as may be specified but not exceeding twelve months, for furthering innovation relating to testing new products, processes, services, business models, etc. in live environment of regulatory sandbox in the securities markets.","A fintech company seeks a regulatory sandbox exemption from SEBI under the SEBI (Investment Advisers) Regulations, 2013. SEBI grants an initial exemption of 8 months. If SEBI grants an extension, what is the maximum total duration of the regulatory sandbox exemption permissible under these regulations?","Under Regulation 28A(1), a regulatory sandbox exemption may be granted for a period not exceeding twelve months. Regardless of extensions, the total exemption duration cannot exceed 12 months. Even though an initial 8-month exemption was granted, the maximum total duration permissible is 12 months. Any extension beyond the initial 8 months can be for at most 4 more months.",calculated,Easy
NUM_113,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(e): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall immediately initiate the process of transition from individual to non-individual investment adviser.","An individual investment adviser collected fees of Rs 2.65 crore in the first eight months of the financial year. In the ninth month they collected Rs 0.22 crore and in the tenth month Rs 0.18 crore. At the end of which month is the fee-based transition threshold breached, and what is the total fee at that point?","Cumulative fees: After 8 months = Rs 2.65 crore. After month 9: 2.65 + 0.22 = Rs 2.87 crore (threshold of Rs 3 crore not yet breached). After month 10: 2.87 + 0.18 = Rs 3.05 crore (exceeds Rs 3 crore). The fee threshold is breached at the end of the 10th month, when total fees reach Rs 3.05 crore. Excess above threshold = Rs 3.05 − Rs 3.00 = Rs 0.05 crore.",calculated,Medium
NUM_114,NUM,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(7): An investment advisor shall not enter into transactions on its own account which is contrary to its advice given to clients for a period of fifteen days from the day of such advice. Provided that during the period of such fifteen days, if the investment adviser is of the opinion that the situation has changed, then it may enter into such a transaction on its own account after giving such revised assessment to the client at least 24 hours in advance of entering into such transaction.","An investment adviser gave clients a sell recommendation on Bond X on April 1. On April 14, the adviser issues a revised assessment to clients. On April 16, the adviser wants to buy Bond X for its own account (contrary to the original sell recommendation). Is the April 16 transaction permissible?","The 15-day prohibition window runs from April 1 to April 15 (inclusive). April 16 falls outside the 15-day prohibition window, so the adviser may freely enter the contrary own-account buy transaction on April 16 without the need to invoke the revised-assessment exception. The transaction on April 16 is permissible. (Note: the revised assessment on April 14 was not strictly necessary for transacting on April 16, as the prohibition expired on April 15.)",calculated,Hard
CON_054,CON,SEBI,,,Do these two versions of Regulation 10 impose the same validity period for an investment adviser's certificate of registration?,No,yes_no,Easy
CON_055,CON,SEBI,,,Do the original Regulation 8 and the 2024-amended Regulation 8 impose the same financial requirement on non-individual investment advisers?,No,yes_no,Medium
CON_056,CON,SEBI,,,Do the original Regulation 21(1) and the 2023-amended Regulation 21(1) impose the same maximum time limit for an investment adviser to redress client grievances?,No,yes_no,Medium
CON_057,CON,SEBI,,,Do the pre-2025 and post-2025 versions of Regulation 7(1)(a) impose the same educational qualification requirement on individual investment advisers?,No,yes_no,Hard
CON_058,CON,SEBI,,,Does the original Regulation 22 (2013) and the 2020-amended Regulation 22 permit individual investment advisers to simultaneously provide both advisory and distribution services to the same client?,No,yes_no,Hard
CON_059,CON,SEBI,,,Do the original definition of 'representative' and the 2020-amended definition of 'persons associated with investment advice' cover the same set of persons within an investment advisory firm?,No,yes_no,Medium
TMP_057,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 10 (original, 2013): The certificate of registration granted under regulation 9 shall be valid for a period of five years from the date of its issue. [Amended by SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, w.e.f. 08-12-2016]: The certificate of registration granted under regulation 9 shall be valid till it is suspended or cancelled by the Board.","What was the validity period of an investment adviser's certificate of registration under the original SEBI (Investment Advisers) Regulations, 2013, and when was it changed to perpetual validity?","Under the original 2013 regulations, a certificate of registration was valid for a period of five years from the date of its issue and required renewal thereafter. This was changed to perpetual validity (valid till suspended or cancelled by the Board) by the Securities and Exchange Board of India (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016, which came into force on 8 December 2016.",extractive,Easy
TMP_058,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 8 (Networth, pre-2024): (1) Investment advisers who are non-individuals shall have a net worth of not less than fifty lakh rupees. (2) Investment advisers who are individuals shall have net tangible assets of value not less than five lakh rupees: Provided that existing investment advisers shall comply with the networth requirement within three years from the date of commencement of the SEBI (Investment Advisers) (Amendment) Regulations, 2020. [Substituted as 'Deposit' by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024.]","What was the networth requirement for non-individual investment advisers under the SEBI (Investment Advisers) Regulations, 2013 before the 2024 amendment substituted it with a 'deposit' requirement?","Before the substitution by the SEBI (Investment Advisers) (Second Amendment) Regulations, 2024 (w.e.f. 16-12-2024), Regulation 8 required non-individual investment advisers to have a net worth of not less than fifty lakh rupees. Individual investment advisers were required to have net tangible assets of not less than five lakh rupees. The 2024 amendment replaced these specific numerical thresholds with a 'deposit' of such sum as specified by the Board from time to time.",extractive,Easy
TMP_059,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 7(1)(a) (pre-2020 Amendment): A professional qualification or graduate degree or post-graduate degree or post graduate diploma (minimum two years in duration) in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science or other financial services as may be specified from a university or an institution recognized by the Central Government or any State Government or a recognised foreign university or institution or association or a professional qualification by completing a Post Graduate Program in the Securities Market (Investment Advisory) from NISM of a duration not less than one year or a professional qualification by obtaining a CFA Charter from the CFA Institute. [As substituted w.e.f. 30-09-2020 and further updated w.e.f. 25-11-2025]: A graduate degree or any equivalent educational qualification from a recognized institution or CFA Charter, and relevant certification from NISM or accredited body.","How did the minimum qualification requirement for individual investment advisers under SEBI IA Regulations change with the 2020 amendment, and what further modification was made in 2025?","Under the original 2013 regulations, Regulation 7(1)(a) required a professional qualification or PG degree/diploma of minimum two years duration specifically in finance, accountancy, business management, commerce, economics, capital markets, banking, insurance, or actuarial science — or a CFA Charter. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) broadened this by permitting any professional qualification or graduate/post-graduate degree or diploma with no restriction on field of study, alongside NISM certification. The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) further updated Regulation 7(1)(a) to require only a graduate degree (any discipline) or CFA Charter plus relevant NISM certification — removing the old requirement for a finance-specific discipline or work experience.",extractive,Medium
TMP_060,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 22 (original, 2013): Investment advisers which are banks, NBFCs and body corporate providing distribution or execution services to their clients shall keep their investment advisory services segregated from such activities: Provided that such distribution or execution services can only be offered subject to the following: (a) The client shall not be under any obligation to avail the distribution or execution services offered by the investment adviser. (b) The investment adviser shall maintain arms length relationship. (c) All fees and charges paid to distribution or execution service providers by the client shall be paid directly to the service providers and not through the investment adviser. [Substituted by SEBI (IA) (Amendment) Regulations, 2020, w.e.f. 30-09-2020 to require: individual IAs cannot provide distribution services; non-individual IAs to have client-level segregation at group level.]","What was the original scope of Regulation 22 in the SEBI (Investment Advisers) Regulations, 2013, and how did the 2020 amendment fundamentally change its coverage?","The original Regulation 22 (2013) was titled 'Segregation of execution services' and applied only to investment advisers that are banks, NBFCs, and body corporates which also provide distribution or execution services. Such entities could continue offering distribution services alongside advice provided they maintained operational segregation, ensured clients were not obligated to avail distribution services, maintained arms-length relationships, and ensured fees were paid directly to service providers. Individual investment advisers were not explicitly covered. The SEBI (Investment Advisers) (Amendment) Regulations, 2020 (w.e.f. 30-09-2020) completely substituted Regulation 22 — retitling it 'Client level segregation of advisory and distribution activities.' The 2020 version imposed a complete prohibition on individual investment advisers (and their families) from providing distribution services, and replaced the prior operational-segregation approach for non-individual entities with a stricter client-level segregation at the group level.",extractive,Medium
TMP_061,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 21(1) (original, pre-2023): An investment adviser shall redress client grievances promptly. [As amended by SEBI (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, w.e.f. 18-08-2023]: The Investment Adviser shall redress investor grievances promptly but not later than twenty-one calendar days from the date of receipt of the grievance and in such manner as may be specified by the Board.","When was the specific 21-calendar-day deadline for redressing investor grievances introduced for investment advisers, and what did the regulation previously require?","The 21-calendar-day deadline for redressing investor grievances was introduced by the Securities and Exchange Board of India (Facilitation of Grievance Redressal Mechanism) (Amendment) Regulations, 2023, with effect from 18 August 2023. Prior to this amendment, Regulation 21(1) of the SEBI (Investment Advisers) Regulations, 2013 only required that an investment adviser 'redress client grievances promptly' — a qualitative standard with no specific numerical time limit.",extractive,Easy
TMP_062,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(e) (as amended w.e.f. 25-11-2025 by SEBI (Investment Advisers) (Second Amendment) Regulations, 2025): individuals registered as investment advisers whose number of clients exceed three hundred at any point of time or the fee collected during the financial year exceeds three crore rupees, whichever is earlier shall — (i) immediately intimate the Administration and Supervisory Body and initiate the process of transition from individual to non-individual investment adviser; and (ii) apply for grant of in-principle approval for registration as non-individual investment adviser within 3 months from the date on which the threshold is reached. [Prior to this amendment, per the 2020 version]: individuals... shall — (i) apply for grant of in-principle registration as non-individual investment adviser; (ii) the in-principle registration shall be valid for a period of three months.","What procedural change did the SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 make to the transition process for individual investment advisers who breach the 300-client or Rs 3 crore fee threshold?","The SEBI (Investment Advisers) (Second Amendment) Regulations, 2025 (w.e.f. 25-11-2025) amended Regulation 13(e) to add a new intermediate step: upon breaching the threshold, the individual IA must first immediately intimate the Administration and Supervisory Body and initiate the transition process before applying for in-principle approval. The 2020 version of Regulation 13(e) only required directly applying for in-principle registration as a non-individual investment adviser. The 3-month window for applying for in-principle approval was retained by the 2025 amendment, but an explicit intimation obligation was added as a new first step.",extractive,Hard
TMP_063,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 13(h) (inserted by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024): the number of clients of a part-time investment adviser shall not exceed seventy-five in total at any point of time. Regulation 2(1)(qa) (inserted w.e.f. 16-12-2024): 'part-time investment adviser' means an individual or a firm, who for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment.","When was the category of 'part-time investment adviser' and the 75-client limit introduced under SEBI IA Regulations, 2013, and what is the definition of a part-time investment adviser?","The concept of 'part-time investment adviser' and the 75-client limit were both introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024. A 'part-time investment adviser' is defined under Regulation 2(1)(qa) as an individual or a firm who, for consideration, is engaged in the business of providing investment advice and is also engaged in any other business activity or employment. Prior to this amendment, there was no regulatory distinction between full-time and part-time investment advisers.",extractive,Medium
TMP_064,TMP,SEBI,"SEBI (Investment Advisers) Regulations, 2013","Regulation 15(14) (inserted by SEBI (Investment Advisers) (Second Amendment) Regulations, 2024, w.e.f. 16-12-2024): An investment adviser who uses Artificial Intelligence tools, irrespective of the scale and scenario of adoption of such tools, for servicing its clients shall be solely responsible for the security, confidentiality, integrity of the client data, use of any other information or data to arrive at investment advice, investment advice based on output of Artificial Intelligence tools and compliance with any law for the time being in force.","When was the regulatory obligation regarding the use of Artificial Intelligence tools by investment advisers first introduced under SEBI IA Regulations, 2013, and what does it require?","The obligation regarding the use of Artificial Intelligence tools was first introduced by the Securities and Exchange Board of India (Investment Advisers) (Second Amendment) Regulations, 2024, with effect from 16 December 2024 (Regulation 15(14)). It requires that any investment adviser using AI tools for servicing clients — irrespective of the scale or nature of AI adoption — shall be solely responsible for: the security, confidentiality, and integrity of client data; any other information or data used to arrive at investment advice; investment advice based on the output of AI tools; and compliance with all applicable laws.",extractive,Medium
REG_149,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 3(1): On and from the commencement of these regulations, no entity or person shall act as an Alternative Investment Fund unless it has obtained a certificate of registration from the Board.","Can an entity in India operate as an Alternative Investment Fund without obtaining a certificate of registration from SEBI under the SEBI (AIF) Regulations, 2012?","No. Under Regulation 3(1), no entity or person shall act as an Alternative Investment Fund on and from the commencement of these regulations unless it has obtained a certificate of registration from the Board (SEBI).",extractive,Easy
REG_150,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 3(7): Without prejudice to the powers of the Board to take any action under the Act or regulations made thereunder, the certificate of registration shall be valid till the Alternative Investment Fund is wound up.","For how long is a certificate of registration granted to an Alternative Investment Fund under SEBI (AIF) Regulations, 2012 valid?","Under Regulation 3(7), the certificate of registration is valid until the Alternative Investment Fund is wound up. The certificate does not have a fixed time-bound expiry — it remains in force for the entire operational life of the AIF.",extractive,Easy
REG_151,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 6(4): The Board may, on being satisfied that the applicant complies with the provisions of regulation 4 except those of clause (c) or clause (d) thereof, as the case may be, grant an in-principle approval to the applicant: Provided that the applicant shall comply with clause (c) or clause (d) of regulation 4, as the case may be, within six months from the date of grant of in-principle approval and upon compliance with the same, the Board may grant a certificate of registration. (5) An Alternative Investment Fund that has been granted in-principle approval may accept commitments from investors but shall not accept any monies till it is granted registration under sub-regulation (2) of this regulation.","Under SEBI AIF Regulations 2012, what can an AIF that has received in-principle approval (but not yet full registration) do in terms of fundraising, and what is it prohibited from doing?","Under Regulation 6(5), an AIF that has been granted in-principle approval may accept commitments from investors. However, it shall not accept any monies (actual cash) until it is granted the full certificate of registration. The AIF must also comply with any remaining eligibility conditions (under Reg 4(c) or (d)) within six months from the date of in-principle approval to obtain full registration.",extractive,Medium
REG_152,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 3(4): Alternative Investment Funds shall seek registration in one of the categories mentioned hereunder — (a) 'Category I AIF' which invests in start-up or early stage ventures or social ventures or SMEs or infrastructure or other sectors which the government or regulators consider as socially or economically desirable — includes venture capital funds, SME Funds, angel funds, social impact funds, infrastructure funds, special situation funds; (b) 'Category II AIF' which does not fall in Category I and III and which does not undertake leverage or borrowing other than as permitted in these regulations — includes private equity funds or debt funds; (c) 'Category III AIF' which employs diverse or complex trading strategies and may employ leverage including through investment in listed or unlisted derivatives — includes hedge funds.","What are the three categories of Alternative Investment Funds under SEBI (AIF) Regulations, 2012, and what is the key distinguishing characteristic of each?","Under Regulation 3(4): Category I AIFs invest in start-ups, early stage ventures, social ventures, SMEs, infrastructure, or sectors considered socially/economically desirable — includes venture capital funds, SME funds, angel funds, social impact funds, and infrastructure funds. Category II AIFs are those that do not fall in Category I or III and do not undertake leverage beyond what is permitted in these regulations — includes private equity funds and debt funds. Category III AIFs employ diverse or complex trading strategies and may employ leverage through listed or unlisted derivatives — includes hedge funds.",extractive,Medium
REG_153,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012",Regulation 10(b): each scheme of the Alternative Investment Fund shall have corpus of at least twenty crore rupees: Provided that each scheme of the social impact fund shall have a corpus of at least five crore rupees.,"What is the minimum corpus requirement for each scheme of an Alternative Investment Fund under SEBI AIF Regulations, 2012? Does this requirement differ for social impact funds?","Under Regulation 10(b), each scheme of an AIF must have a corpus of at least Rs twenty crore. However, for social impact funds, each scheme must have a corpus of at least Rs five crore — a reduced threshold recognizing the social purpose of such funds.",extractive,Easy
REG_154,REG,SEBI,"SEBI (Alternative Investment Funds) Regulations, 2012","Regulation 10(c): the Alternative Investment Fund shall not accept from an investor, an investment of value less than one crore rupees: Provided that in case of investors who are employees or directors of the Alternative Investment Fund or employees or directors of the Manager, the minimum value of investment shall be twenty five lakh rupees: Provided further that this clause shall not apply to an accredited investor.","What is the minimum investment that an investor must make in an Alternative Investment Fund scheme under SEBI AIF Regulations, 2012? Are there any exceptions to this minimum?","Under Regulation 10(c), the minimum investment by any investor in an AIF scheme is Rs one crore. Two exceptions apply: (1) employees or directors of the AIF, or employees or directors of the Manager, have a reduced minimum of Rs twenty-five lakh; (2) the minimum investment requirement does not apply at all to accredited investors.",extractive,Medium
